Title,Sanskrit,English-Sanskrit,Synonyms,Translation
1.36,पापमेवाश्रयेदस्मान्हत्वैतानाततायिनः ।\nतस्मान्नार्हा वयं हन्तुं धार्तराष्ट्रान्सबान्धवान् ।\nस्वजनं हि कथं हत्वा सुखिनः स्याम माधव ॥ ३६ ॥,pāpam evāśrayed asmān\nhatvaitān ātatāyinaḥ\ntasmān nārhā vayaṁ hantuṁ\ndhārtarāṣṭrān sa-bāndhavān\nsva-janaṁ hi kathaṁ hatvā\nsukhinaḥ syāma mādhava\n\n,"pāpam — vices; eva — certainly; āśrayet — must come upon; asmān — us; hatvā — by killing; etān — all these; ātatāyinaḥ — aggressors; tasmāt — therefore; na — never; arhāḥ — deserving; vayam — we; hantum — to kill; dhārtarāṣṭrān — the sons of Dhṛtarāṣṭra; sa-bāndhavān — along with friends; sva-janam — kinsmen; hi — certainly; katham — how; hatvā — by killing; sukhinaḥ — happy; syāma — will we become; mādhava — O Kṛṣṇa, husband of the goddess of fortune.","Sin will overcome us if we slay such aggressors. Therefore it is not proper for us to kill the sons of Dhṛtarāṣṭra and our friends. What should we gain, O Kṛṣṇa, husband of the goddess of fortune, and how could we be happy by killing our own kinsmen?"
1.37-38,यद्यप्येते न पश्यन्ति लोभोपहतचेतसः ।\nकुलक्षयकृतं दोषं मित्रद्रोहे च पातकम् ॥ ३७ ॥\nकथं न ज्ञेयमस्माभिः पापादस्मन्निवर्तितुम् ।\nकुलक्षयकृतं दोषं प्रपश्यद्भ‍िर्जनार्दन ॥ ३८ ॥,yady apy ete na paśyanti\nlobhopahata-cetasaḥ\nkula-kṣaya-kṛtaṁ doṣaṁ\nmitra-drohe ca pātakam\n\nkathaṁ na jñeyam asmābhiḥ\npāpād asmān nivartitum\nkula-kṣaya-kṛtaṁ doṣaṁ\nprapaśyadbhir janārdana\n\n,yadi — if; api — even; ete — they; na — do not; paśyanti — see; lobha — by greed; upahata — overpowered; cetasaḥ — their hearts; kula-kṣaya — in killing the family; kṛtam — done; doṣam — fault; mitra-drohe — in quarreling with friends; ca — also; pātakam — sinful reactions; katham — why; na — should not; jñeyam — be known; asmābhiḥ — by us; pāpāt — from sins; asmāt — these; nivartitum — to cease; kula-kṣaya — in the destruction of a dynasty; kṛtam — done; doṣam — crime; prapaśyadbhiḥ — by those who can see; janārdana — O Kṛṣṇa.,"O Janārdana, although these men, their hearts overtaken by greed, see no fault in killing one’s family or quarreling with friends, why should we, who can see the crime in destroying a family, engage in these acts of sin?"
1.39,कुलक्षये प्रणश्यन्ति कुलधर्माः सनातनाः ।\nधर्मे नष्टे कुलं कृत्स्नमधर्मोऽभिभवत्युत ॥ ३९ ॥,kula-kṣaye praṇaśyanti\nkula-dharmāḥ sanātanāḥ\ndharme naṣṭe kulaṁ kṛtsnam\nadharmo ’bhibhavaty uta\n\n,kula-kṣaye — in destroying the family; praṇaśyanti — become vanquished; kula-dharmāḥ — the family traditions; sanātanāḥ — eternal; dharme — religion; naṣṭe — being destroyed; kulam — family; kṛtsnam — whole; adharmaḥ — irreligion; abhibhavati — transforms; uta — it is said.,"With the destruction of the dynasty, the eternal family tradition is vanquished, and thus the rest of the family becomes involved in irreligion."
1.40,अधर्माभिभवात्कृष्ण प्रदुष्यन्ति कुलस्त्रियः ।\nस्त्रीषु दुष्टासु वार्ष्णेय जायते वर्णसङ्करः ॥ ४० ॥,adharmābhibhavāt kṛṣṇa\npraduṣyanti kula-striyaḥ\nstrīṣu duṣṭāsu vārṣṇeya\njāyate varṇa-saṅkaraḥ\n\n,adharma — irreligion; abhibhavāt — having become predominant; kṛṣṇa — O Kṛṣṇa; praduṣyanti — become polluted; kula-striyaḥ — family ladies; strīṣu — by the womanhood; duṣṭāsu — being so polluted; vārṣṇeya — O descendant of Vṛṣṇi; jāyate — comes into being; varṇa-saṅkaraḥ — unwanted progeny.,"When irreligion is prominent in the family, O Kṛṣṇa, the women of the family become polluted, and from the degradation of womanhood, O descendant of Vṛṣṇi, comes unwanted progeny."
1.41,सङ्करो नरकायैव कुलघ्न‍ानां कुलस्य च ।\nपतन्ति पितरो ह्येषां लुप्तपिण्डोदकक्रियाः ॥ ४१ ॥,saṅkaro narakāyaiva\nkula-ghnānāṁ kulasya ca\npatanti pitaro hy eṣāṁ\nlupta-piṇḍodaka-kriyāḥ\n\ndevarṣi-bhūtāpta-nṛṇāṁ pitṝṇāṁ\nna kiṅkaro nāyam ṛṇī ca rājan\nsarvātmanā yaḥ śaraṇaṁ śaraṇyaṁ\ngato mukundaṁ parihṛtya kartam\n\n,saṅkaraḥ — such unwanted children; narakāya — make for hellish life; eva — certainly; kula-ghnānām — for those who are killers of the family; kulasya — for the family; ca — also; patanti — fall down; pitaraḥ — forefathers; hi — certainly; eṣām — of them; lupta — stopped; piṇḍa — of offerings of food; udaka — and water; kriyāḥ — performances.,"An increase of unwanted population certainly causes hellish life both for the family and for those who destroy the family tradition. The ancestors of such corrupt families fall down, because the performances for offering them food and water are entirely stopped."
1.42,दोषैरेतैः कुलघ्न‍ानां वर्णसङ्करकारकैः ।\nउत्साद्यन्ते जातिधर्माः कुलधर्माश्च शाश्वताः ॥ ४२ ॥,doṣair etaiḥ kula-ghnānāṁ\nvarṇa-saṅkara-kārakaiḥ\nutsādyante jāti-dharmāḥ\nkula-dharmāś ca śāśvatāḥ\n\n,doṣaiḥ — by such faults; etaiḥ — all these; kula-ghnānām — of the destroyers of the family; varṇa-saṅkara — of unwanted children; kārakaiḥ — which are causes; utsādyante — are devastated; jāti-dharmāḥ — community projects; kula-dharmāḥ — family traditions; ca — also; śāśvatāḥ — eternal.,"By the evil deeds of those who destroy the family tradition and thus give rise to unwanted children, all kinds of community projects and family welfare activities are devastated."
1.43,उत्सन्नकुलधर्माणां मनुष्याणां जनार्दन ।\nनरके नियतं वासो भवतीत्यनुश‍ुश्रुम ॥ ४३ ॥,utsanna-kula-dharmāṇāṁ\nmanuṣyāṇāṁ janārdana\nnarake niyataṁ vāso\nbhavatīty anuśuśruma\n\n,utsanna — spoiled; kula-dharmāṇām — of those who have the family traditions; manuṣyāṇām — of such men; janārdana — O Kṛṣṇa; narake — in hell; niyatam — always; vāsaḥ — residence; bhavati — it so becomes; iti — thus; anuśuśruma — I have heard by disciplic succession.,"O Kṛṣṇa, maintainer of the people, I have heard by disciplic succession that those whose family traditions are destroyed dwell always in hell."
1.44,अहो बत महत्पापं कर्तुं व्यवसिता वयम् ।\nयद्राज्यसुखलोभेन हन्तुं स्वजनमुद्यताः ॥ ४४ ॥,aho bata mahat pāpaṁ\nkartuṁ vyavasitā vayam\nyad rājya-sukha-lobhena\nhantuṁ sva-janam udyatāḥ\n\n,aho — alas; bata — how strange it is; mahat — great; pāpam — sins; kartum — to perform; vyavasitāḥ — have decided; vayam — we; yat — because; rājya-sukha-lobhena — driven by greed for royal happiness; hantum — to kill; sva-janam — kinsmen; udyatāḥ — trying.,"Alas, how strange it is that we are preparing to commit greatly sinful acts. Driven by the desire to enjoy royal happiness, we are intent on killing our own kinsmen."
1.45,यदि मामप्रतीकारमशस्त्रं शस्त्रपाणयः ।\nधार्तराष्ट्रा रणे हन्युस्तन्मे क्षेमतरं भवेत् ॥ ४५ ॥,yadi mām apratīkāram\naśastraṁ śastra-pāṇayaḥ\ndhārtarāṣṭrā raṇe hanyus\ntan me kṣema-taraṁ bhavet\n\n,yadi — even if; mām — me; apratīkāram — without being resistant; aśastram — without being fully equipped; śastra-pāṇayaḥ — those with weapons in hand; dhārtarāṣṭrāḥ — the sons of Dhṛtarāṣṭra; raṇe — on the battlefield; hanyuḥ — may kill; tat — that; me — for me; kṣema-taram — better; bhavet — would be.,"Better for me if the sons of Dhṛtarāṣṭra, weapons in hand, were to kill me unarmed and unresisting on the battlefield."
1.46,सञ्जय उवाच\nएवमुक्त्वार्जुनः संख्ये रथोपस्थ उपाविशत् ।\nविसृज्य सशरं चापं शोकसंविग्न‍मानसः ॥ ४६ ॥,sañjaya uvāca\nevam uktvārjunaḥ saṅkhye\nrathopastha upāviśat\nvisṛjya sa-śaraṁ cāpaṁ\nśoka-saṁvigna-mānasaḥ\n\n,sañjayaḥ uvāca — Sañjaya said; evam — thus; uktvā — saying; arjunaḥ — Arjuna; saṅkhye — in the battlefield; ratha — of the chariot; upasthe — on the seat; upāviśat — sat down again; visṛjya — putting aside; sa-śaram — along with arrows; cāpam — the bow; śoka — by lamentation; saṁvigna — distressed; mānasaḥ — within the mind.,"Sañjaya said: Arjuna, having thus spoken on the battlefield, cast aside his bow and arrows and sat down on the chariot, his mind overwhelmed with grief."
2.1,सञ्जय उवाच\nतं तथा कृपयाविष्टमश्रुपूर्णाकुलेक्षणम् ।\nविषीदन्तमिदं वाक्यमुवाच मधुसूदनः ॥ १ ॥,sañjaya uvāca\ntaṁ tathā kṛpayāviṣṭam\naśru-pūrṇākulekṣaṇam\nviṣīdantam idaṁ vākyam\nuvāca madhusūdanaḥ\n\n,sañjayaḥ uvāca — Sañjaya said; tam — unto Arjuna; tathā — thus; kṛpayā — by compassion; āviṣṭam — overwhelmed; aśru-pūrṇa-ākula — full of tears; īkṣaṇam — eyes; viṣīdantam — lamenting; idam — these; vākyam — words; uvāca — said; madhu-sūdanaḥ — the killer of Madhu.,"Sañjaya said: Seeing Arjuna full of compassion, his mind depressed, his eyes full of tears, Madhusūdana, Kṛṣṇa, spoke the following words."
2.2,श्री भगवानुवाच\nकुतस्त्वा कश्मलमिदं विषमे समुपस्थितम् ।\nअनार्यजुष्टमस्वर्ग्यकीर्तिकरमर्जुन ॥ २ ॥,śrī-bhagavān uvāca\nkutas tvā kaśmalam idaṁ\nviṣame samupasthitam\nanārya-juṣṭam asvargyam\nakīrti-karam arjuna\n\nvadanti tat tattva-vidas\ntattvaṁ yaj jñānam advayam\nbrahmeti paramātmeti\nbhagavān iti śabdyate\n\nīśvaraḥ paramaḥ kṛṣṇaḥ\nsac-cid-ānanda-vigrahaḥ\nanādir ādir govindaḥ\nsarva-kāraṇa-kāraṇam\n\nete cāṁśa-kalāḥ puṁsaḥ\nkṛṣṇas tu bhagavān svayam\nindrāri-vyākulaṁ lokaṁ\nmṛḍayanti yuge yuge\n\n,śrī-bhagavān uvāca — the Supreme Personality of Godhead said; kutaḥ — wherefrom; tvā — unto you; kaśmalam — dirtiness; idam — this lamentation; viṣame — in this hour of crisis; samupasthitam — arrived; anārya — persons who do not know the value of life; juṣṭam — practiced by; asvargyam — which does not lead to higher planets; akīrti — infamy; karam — the cause of; arjuna — O Arjuna.,"The Supreme Personality of Godhead said: My dear Arjuna, how have these impurities come upon you? They are not at all befitting a man who knows the value of life. They lead not to higher planets but to infamy."
2.3,क्ल‍ैब्यं मा स्म गमः पार्थ नैतत्त्वय्युपपद्यते ।\nक्षुद्रं हृदयदौर्बल्यं त्यक्त्वोत्तिष्ठ परन्तप ॥ ३ ॥,klaibyaṁ mā sma gamaḥ pārtha\nnaitat tvayy upapadyate\nkṣudraṁ hṛdaya-daurbalyaṁ\ntyaktvottiṣṭha paran-tapa\n\n,klaibyam — impotence; mā sma — do not; gamaḥ — take to; pārtha — O son of Pṛthā; na — never; etat — this; tvayi — unto you; upapadyate — is befitting; kṣudram — petty; hṛdaya — of the heart; daurbalyam — weakness; tyaktvā — giving up; uttiṣṭha — get up; param-tapa — O chastiser of the enemies.,"O son of Pṛthā, do not yield to this degrading impotence. It does not become you. Give up such petty weakness of heart and arise, O chastiser of the enemy."
